age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,is_male,device_type_num,outcome
40,0.006559925694995262,iPhone,F,1,52086,1,2,6,0,2,0
50,0.004410054002767349,desktop,M,0,51703,2,3,11,1,1,0
37,0.0052357422917153635,desktop,F,1,65447,1,3,9,0,1,0
19,0.0037626025530637817,Android,M,0,46776,2,3,1,1,0,0
52,0.004800700130757607,other,F,1,52995,2,1,4,0,4,0
59,0.003984601203788863,laptop,M,1,96426,1,1,10,1,3,0
55,0.0038568951559695684,Android,M,1,63146,2,2,0,1,0,0
58,0.0045888707019868455,other,F,1,86829,1,2,0,0,4,0
18,0.00507704428322858,other,F,1,36117,1,2,0,0,4,0
51,0.005879055371693738,iPhone,M,1,68009,2,1,8,1,2,1
24,0.005854446562935418,iPhone,F,0,39248,1,3,0,0,2,0
18,0.0038973576968010697,laptop,M,0,54268,2,3,0,1,3,0
19,0.0034246968602368957,Android,M,1,58359,1,2,0,1,0,1
22,0.003424041915579059,desktop,M,0,37530,2,3,0,1,1,1
52,0.004544694601644132,desktop,F,1,61376,2,3,9,0,1,0
54,0.003700312819244727,Android,M,1,56041,2,2,9,1,0,1
18,0.0036907961424869893,desktop,M,1,38519,1,1,0,1,1,0
48,0.004242611836178756,laptop,M,1,72975,2,1,4,1,3,0
57,0.00430395125134349,laptop,M,0,92928,1,1,18,1,3,0
50,0.003941017414010609,laptop,M,0,84100,1,3,16,1,3,0
33,0.006060890702127078,iPhone,F,0,56721,2,3,3,0,2,0
36,0.0037119846093688694,other,M,0,41222,1,3,5,1,4,0
48,0.003709763303468691,laptop,M,0,75449,2,2,14,1,3,0
24,0.0035538443389383258,laptop,M,0,46385,1,2,2,1,3,0
21,0.005109872468262283,laptop,F,1,33982,1,2,2,0,3,0
45,0.0041613818744579345,other,M,0,81344,1,1,12,1,4,0
46,0.004592377755007871,other,F,0,50785,1,1,5,0,4,0
49,0.006109029643660846,iPhone,F,1,68227,2,2,7,0,2,0
37,0.004000831997467233,desktop,M,0,63796,1,3,7,1,1,0
43,0.006013789491297724,iPhone,F,1,76382,1,2,13,0,2,0
16,0.0036686671912858873,other,M,1,27581,2,3,0,1,4,0
53,0.005094131338281018,Android,F,1,56164,1,1,10,0,0,0
49,0.003531934429213309,other,M,1,58384,2,2,5,1,4,0
29,0.004637345615065031,laptop,F,1,35518,2,3,2,0,3,0
26,0.0035484788210630776,other,M,0,37096,2,2,1,1,4,0
32,0.005658789995824531,iPhone,M,0,68186,2,1,3,1,2,0
26,0.0037483658947982225,laptop,M,0,26436,1,3,1,1,3,0
17,0.004296178702943309,laptop,F,1,51137,2,1,0,0,3,0
45,0.0045368638296760825,other,F,1,62239,1,1,7,0,4,0
24,0.004567115715717727,Android,F,1,28872,1,3,1,0,0,0
48,0.003913377624306371,laptop,M,1,50513,2,2,10,1,3,0
49,0.004866209056914708,desktop,F,1,87426,1,1,4,0,1,0
30,0.006082599673657058,iPhone,F,0,62553,2,2,2,0,2,0
28,0.004837737161302694,desktop,F,0,60157,1,3,0,0,1,0
29,0.004524715786857267,Android,F,0,67266,2,1,3,0,0,0
38,0.003870221975719528,Android,M,1,69788,1,3,4,1,0,0
56,0.003778930528405066,laptop,M,1,62326,2,3,9,1,3,0
34,0.0063047359323227066,iPhone,F,1,45547,2,2,1,0,2,0
36,0.005272002918774053,iPhone,M,0,75390,2,2,7,1,2,0
31,0.004872257310537984,laptop,F,0,34984,2,2,6,0,3,0
36,0.0047586795117013116,other,F,1,63865,2,3,7,0,4,0
19,0.003637636346592095,Android,,1,39218,1,2,0,0,0,0
30,0.004904961205570156,desktop,F,0,38468,1,3,5,0,1,0
17,0.0036886489985172703,Android,M,0,20225,1,2,0,1,0,0
39,0.005221502112846042,iPhone,M,0,63502,2,1,2,1,2,0
29,0.004687937408025142,desktop,F,0,61866,1,1,0,0,1,0
47,0.00450377801382883,Android,F,0,63207,2,1,7,0,0,0
23,0.005803890242759211,iPhone,F,1,28015,2,3,0,0,2,0
42,0.004614284080203412,desktop,F,0,67632,1,1,12,0,1,0
54,0.004998905638774237,laptop,F,1,71960,2,2,9,0,3,0
22,0.003442252957276153,other,M,1,28098,2,3,3,1,4,0
42,0.0034372125324096826,laptop,M,1,67061,2,2,3,1,3,0
47,0.004241205792070296,other,M,1,73040,1,2,0,1,4,0
44,0.004535389035052697,Android,F,1,49481,1,2,2,0,0,0
26,0.0047834056690561205,desktop,F,0,57032,1,2,3,0,1,0
52,0.00435432342224279,Android,M,0,74142,2,1,9,1,0,0
18,0.004974695790773085,desktop,F,1,54858,2,3,0,0,1,0
50,0.005054807244678237,Android,F,1,83713,1,2,15,0,0,0
21,0.003729939018399632,other,M,0,31622,1,2,0,1,4,0
23,0.003400722086922563,desktop,M,0,55452,2,1,3,1,1,1
49,0.003925479402510407,other,M,1,56705,2,1,9,1,4,0
34,0.004481517596618807,laptop,F,1,44875,2,3,9,0,3,0
49,0.003952880165954062,laptop,M,0,79940,2,3,8,1,3,0
37,0.0035203490766174605,desktop,M,0,48745,2,1,6,1,1,0
20,0.005031035130431611,iPhone,M,0,50054,1,2,2,1,2,0
19,0.003818821753070723,desktop,M,1,41607,1,3,0,1,1,0
28,0.005214307919850569,laptop,F,1,54428,2,2,2,0,3,1
51,0.004772937617031185,desktop,F,0,62686,1,1,8,0,1,0
22,0.003429306710720803,Android,M,0,53025,2,3,2,1,0,0
16,0.004635464000363753,laptop,F,0,26801,1,1,0,0,3,0
16,0.005324842229125567,iPhone,M,1,43879,1,1,0,1,2,0
36,0.006633919622492268,iPhone,F,1,60727,1,3,6,0,2,0
46,0.005405489932848289,laptop,F,1,56886,2,2,6,0,3,1
33,0.004229762134517829,other,M,0,69562,2,2,1,1,4,0
57,0.004783779960699187,Android,F,1,84792,1,1,11,0,0,1
51,0.005370991377577206,iPhone,M,0,79972,2,2,6,1,2,0
28,0.0037827933561918434,Android,M,0,44630,2,3,2,1,0,0
16,0.004434173830637861,other,F,1,32583,2,1,0,0,4,0
19,0.003363770967673126,laptop,,0,51132,2,3,1,0,3,0
57,0.005440913221321576,desktop,F,0,68593,2,1,4,0,1,0
24,0.003337475460603016,desktop,M,0,44593,1,2,0,1,1,1
50,0.004222135535957672,Android,M,1,88459,1,1,5,1,0,1
39,0.005215047543356516,other,F,0,51644,2,3,1,0,4,0
48,0.004755525455240376,desktop,F,0,50916,2,3,14,0,1,0
28,0.004397714571516607,Android,F,1,50982,1,1,4,0,0,0
45,0.004632500971328842,desktop,F,0,50935,2,3,14,0,1,0
21,0.005170349098453484,iPhone,M,0,45545,1,2,0,1,2,0
31,0.006515913963072571,iPhone,F,1,55858,1,3,0,0,2,0
27,0.0041535685789527346,other,M,1,44878,2,1,1,1,4,0
27,0.004848696164217689,Android,F,1,50275,2,2,3,0,0,1
38,0.00491794878399902,desktop,F,1,48204,1,3,6,0,1,0
29,0.006341611206157935,iPhone,F,1,62014,2,2,5,0,2,0
33,0.004361448050751682,Android,F,0,50094,1,3,7,0,0,0
23,0.004793769425287173,other,F,0,47397,1,2,2,0,4,0
58,0.00405549592207903,Android,M,0,85617,1,2,5,1,0,0
37,0.003556160726487973,Android,M,0,72833,2,1,7,1,0,0
17,0.0036435720741308957,laptop,M,1,43170,2,3,0,1,3,0
31,0.004610173297823436,laptop,F,1,57289,2,3,7,0,3,0
30,0.003328555170923665,Android,M,0,68867,2,2,6,1,0,0
48,0.004268569420277426,laptop,M,0,69833,1,2,4,1,3,0
19,0.004650587725049579,Android,F,0,29835,1,2,1,0,0,0
58,0.0048161835826766655,Android,F,0,70097,1,1,2,0,0,0
29,0.005794944782535315,iPhone,F,1,53527,1,1,6,0,2,0
26,0.005172833045961752,laptop,F,1,39925,2,1,5,0,3,1
58,0.004343044297212827,desktop,M,1,78863,1,2,4,1,1,1
24,0.0033116567959403037,other,M,1,59003,2,2,3,1,4,0
47,0.006471455931538627,iPhone,F,0,69272,1,1,11,0,2,0
16,0.005871232344075575,iPhone,F,1,18899,1,1,0,0,2,0
43,0.00624109207411718,iPhone,F,0,61675,2,2,2,0,2,0
59,0.005272339776436602,other,F,1,85097,2,1,5,0,4,0
22,0.004539025778239515,desktop,F,1,32543,2,1,0,0,1,0
52,0.005291359660137529,desktop,F,1,79686,2,3,12,0,1,0
35,0.0041310035308714755,laptop,M,1,59433,1,2,8,1,3,0
37,0.003520387220136499,other,M,1,42243,1,1,6,1,4,0
37,0.004409844446789857,other,F,1,55462,2,1,7,0,4,0
47,0.004807461744807633,laptop,F,1,74898,1,2,8,0,3,1
34,0.0048575189930705,iPhone,M,0,61332,2,3,5,1,2,0
36,0.004891268535097542,laptop,F,1,38399,1,3,5,0,3,0
41,0.004042920023005086,laptop,M,0,50479,1,1,2,1,3,0
43,0.004999068278807547,laptop,F,1,77311,2,2,13,0,3,0
18,0.004692632280441124,desktop,F,0,43029,2,2,0,0,1,0
21,0.005160358880659692,other,F,1,33054,2,3,0,0,4,0
32,0.005435581471577581,iPhone,M,0,51870,1,2,4,1,2,0
50,0.004260719045515941,Android,M,0,64103,1,3,15,1,0,0
43,0.004034622568180193,Android,M,1,45997,1,3,10,1,0,1
27,0.004927212787343315,other,F,1,54153,1,2,0,0,4,0
33,0.004039008509849078,desktop,M,1,34184,2,2,3,1,1,1
30,0.0046287520150948905,laptop,F,0,69009,2,3,6,0,3,0
40,0.00522262870255398,Android,F,1,62699,1,3,5,0,0,0
25,0.005005692596755462,iPhone,M,1,50563,2,3,1,1,2,0
18,0.00392801089603356,laptop,M,0,31602,2,3,0,1,3,0
49,0.003645900497919788,Android,M,1,50937,2,2,14,1,0,0
53,0.005281388408045151,laptop,F,0,54534,2,3,13,0,3,0
34,0.0042888190922861415,laptop,M,1,73788,2,1,6,1,3,0
23,0.006594893288605791,iPhone,F,0,34706,1,2,2,0,2,0
41,0.00418049967172127,other,M,1,61932,1,2,4,1,4,0
56,0.003785099212371235,laptop,M,0,81701,2,3,17,1,3,0
41,0.0036984078100572334,other,M,1,67217,2,2,2,1,4,0
50,0.003910293804026209,desktop,M,1,77411,1,2,13,1,1,0
56,0.0070589098838009364,iPhone,F,0,88988,1,3,19,0,2,0
54,0.005165495124399018,laptop,F,1,91310,2,1,5,0,3,0
59,0.004453438272424278,laptop,M,0,92510,1,2,17,1,3,0
26,0.00508272420177348,iPhone,M,1,39093,1,2,5,1,2,0
34,0.005023671091521151,laptop,F,0,50059,1,1,7,0,3,0
44,0.005277875450635397,laptop,F,0,83584,2,1,12,0,3,0
26,0.004127062714098152,desktop,M,0,52630,1,2,5,1,1,1
46,0.004107089339712327,Android,M,1,85778,2,1,3,1,0,1
50,0.0038633732676463532,desktop,M,0,52615,2,2,12,1,1,0
48,0.005233577856657047,desktop,F,1,85998,1,2,8,0,1,0
23,0.004440084984187094,Android,F,0,54627,2,2,1,0,0,0
22,0.004562442902142495,other,F,1,39039,1,3,1,0,4,0
60,0.0036357446429231967,Android,M,1,98956,2,2,8,1,0,1
24,0.0036027242350116606,desktop,M,0,60932,2,3,2,1,1,0
34,0.004053078837393689,laptop,,1,65148,1,3,4,0,3,0
59,0.0053473057609555305,iPhone,M,1,84180,1,1,9,1,2,0
30,0.006164161794790173,iPhone,F,0,47001,2,1,0,0,2,0
48,0.0050033374191400595,Android,F,1,68597,1,2,16,0,0,0
40,0.004297133606522324,laptop,M,1,71719,1,3,2,1,3,0
16,0.004438315548663149,Android,F,0,25836,1,2,0,0,0,0
23,0.004128134672853137,other,M,0,57348,2,2,0,1,4,0
28,0.0037874165021419357,other,,1,49595,1,3,0,0,4,0
33,0.004586072072664424,laptop,F,0,49036,2,1,3,0,3,0
27,0.005321975654642854,iPhone,M,0,44417,2,1,4,1,2,0
21,0.005917732045856015,iPhone,F,0,24988,1,3,1,0,2,0
31,0.004506425828921043,laptop,F,1,35787,1,2,5,0,3,0
23,0.005217230668216653,iPhone,M,1,62209,2,1,1,1,2,1
52,0.004325765864513312,desktop,M,0,90596,2,3,6,1,1,0
55,0.004181128193263202,other,M,1,87283,2,1,8,1,4,1
37,0.0037111422839409738,Android,M,1,53319,2,3,8,1,0,0
59,0.004909207548300678,desktop,F,1,59427,2,3,15,0,1,0
48,0.005074567976335402,iPhone,M,1,67964,1,2,13,1,2,0
44,0.005153216448628905,iPhone,M,1,59191,1,3,12,1,2,0
48,0.005151887235005182,desktop,F,1,85421,2,2,6,0,1,0
36,0.005185681261395715,iPhone,M,0,46297,2,1,9,1,2,0
49,0.004424329978050571,Android,M,1,79931,2,3,8,1,0,1
35,0.003658016884515419,Android,M,1,64472,2,1,5,1,0,1
52,0.005165792713801344,other,F,1,75174,1,2,13,0,4,0
24,0.006572551735441947,iPhone,F,1,43319,1,2,2,0,2,0
17,0.004787555838100191,Android,F,1,31088,2,2,0,0,0,0
44,0.0058814941573237176,iPhone,M,1,75436,1,1,5,1,2,0
53,0.005116114364676319,other,F,1,92761,2,1,8,0,4,0
19,0.004113606092365349,Android,M,0,47712,2,1,1,1,0,1
23,0.003819808317265329,Android,M,1,32857,1,1,1,1,0,0
52,0.005066585148295664,other,F,0,89534,1,3,10,0,4,0
58,0.004537200138668964,desktop,M,1,78575,2,3,2,1,1,1
39,0.005350803690271108,iPhone,M,1,53921,1,3,7,1,2,0
37,0.003489190436916353,Android,M,0,46192,2,3,0,1,0,0
42,0.0047934743596330385,desktop,F,1,75571,2,2,0,0,1,0
52,0.004853752569812341,laptop,F,1,89671,2,1,9,0,3,1
20,0.004998590976845477,laptop,F,0,30369,1,3,2,0,3,0
21,0.004661288587520687,desktop,F,1,51521,1,3,1,0,1,0
25,0.005031112914477186,laptop,F,1,59584,1,1,3,0,3,0
43,0.004448871650163367,desktop,F,0,68555,2,2,13,0,1,0
30,0.0037577533204377644,Android,M,1,64889,1,2,5,1,0,0
58,0.0047861441712713365,laptop,F,0,67717,2,3,6,0,3,0
27,0.005097461047996253,iPhone,M,0,31539,1,1,2,1,2,0
36,0.0068510036271145795,iPhone,F,0,63805,1,3,2,0,2,0
30,0.004825423887699488,iPhone,M,0,54583,1,2,1,1,2,0
29,0.005060983736071773,other,F,1,42476,2,1,1,0,4,0
53,0.004692882996772277,laptop,F,0,60975,1,1,16,0,3,0
29,0.004275152103683285,Android,M,0,42784,2,2,1,1,0,0
48,0.004487255594283559,laptop,F,1,49058,2,2,14,0,3,0
42,0.004854148884906923,Android,F,1,46279,2,1,13,0,0,0
57,0.004299629111642835,other,M,1,75003,1,1,0,1,4,0
36,0.005378622019557344,iPhone,M,0,44385,1,1,0,1,2,1
24,0.004857555032781336,laptop,F,1,48359,1,1,2,0,3,0
26,0.004625068010084907,laptop,F,1,37902,1,1,5,0,3,0
23,0.0066389808526741345,iPhone,F,0,47456,2,1,3,0,2,0
32,0.005054950839519711,Android,F,1,34242,1,1,7,0,0,1
25,0.00435011524718209,laptop,F,1,35365,2,1,1,0,3,0
38,0.005363368787281788,desktop,F,0,68437,2,1,7,0,1,0
50,0.0036281986111616825,Android,M,1,66833,1,1,15,1,0,0
58,0.0047058329765447314,other,F,1,70863,1,3,18,0,4,0
48,0.004366917923502732,desktop,M,0,66500,1,1,12,1,1,0
22,0.006388356363406662,iPhone,F,0,52287,2,1,2,0,2,1
49,0.00522641032676864,other,F,1,86969,2,1,4,0,4,0
18,0.0063146306505360746,iPhone,F,1,27368,1,3,0,0,2,0
31,0.004167680449961884,desktop,M,0,62709,2,2,7,1,1,0
28,0.004719862997217618,other,F,1,63774,1,2,2,0,4,0
33,0.0047863160066548595,Android,F,1,68972,1,2,7,0,0,0
22,0.005184753549868753,desktop,F,1,23665,2,3,3,0,1,0
24,0.004366299253652296,desktop,F,0,43379,2,1,4,0,1,0
38,0.004777558099180659,laptop,F,1,49967,2,2,8,0,3,0
48,0.004080936299412978,desktop,M,0,82444,1,1,11,1,1,0
25,0.0036244721200969056,laptop,M,0,35928,2,3,4,1,3,0
22,0.004998421379990222,iPhone,M,0,35251,1,3,3,1,2,0
41,0.005131547647849794,other,F,1,49920,2,2,5,0,4,0
35,0.005309275752803793,laptop,F,0,73927,2,1,3,0,3,0
19,0.003976312849517487,other,M,1,44640,1,1,0,1,4,0
57,0.006033357343890146,iPhone,M,1,71831,1,2,2,1,2,1
33,0.004472408435584889,laptop,F,0,62057,1,2,3,0,3,0
33,0.005101658030365003,laptop,F,1,39724,1,1,8,0,3,0
54,0.004994367430163001,Android,F,1,93979,2,1,17,0,0,1
20,0.003625910574085851,other,M,1,50574,1,2,0,1,4,0
26,0.00421973443686252,laptop,M,1,65538,1,2,0,1,3,0
39,0.004255167243554783,other,M,0,45893,2,3,0,1,4,0
33,0.0033429261098886355,other,M,1,38445,2,2,5,1,4,1
47,0.006073965453783441,iPhone,F,0,64416,2,3,13,0,2,0
47,0.004308205648910999,desktop,M,1,85688,2,3,3,1,1,1
57,0.005242609394113014,desktop,F,0,95018,1,3,11,0,1,0
54,0.004403411266526322,Android,M,1,91574,1,2,14,1,0,1
18,0.0048105212747003865,desktop,F,1,19582,2,3,0,0,1,0
37,0.00518836843254426,desktop,F,0,60500,2,2,4,0,1,0
38,0.005079104428224085,other,F,1,68028,2,1,5,0,4,0
56,0.00530070477039606,laptop,F,1,77094,1,1,20,0,3,0
38,0.004119859326222209,Android,M,0,73273,1,2,9,1,0,1
30,0.003921799726018255,desktop,,1,50507,1,2,6,0,1,0
56,0.005365897499902315,Android,F,0,78085,1,2,11,0,0,0
39,0.004700527584767567,desktop,F,0,77131,2,1,3,0,1,0
48,0.00457336367316948,other,F,1,61016,1,3,2,0,4,0
54,0.0036730322840903577,Android,M,1,80001,1,2,11,1,0,0
40,0.004399438890999741,laptop,M,0,61222,2,3,1,1,3,0
44,0.005273247964792543,Android,F,0,58710,1,1,7,0,0,0
30,0.00604368020120703,iPhone,F,0,49450,2,1,0,0,2,0
17,0.004356058043300396,laptop,F,1,44022,2,2,0,0,3,0
49,0.004860228501889963,Android,F,1,77266,2,3,8,0,0,0
31,0.004105557078259255,desktop,M,1,47180,2,3,5,1,1,1
53,0.003757824425102072,laptop,M,0,92589,2,1,3,1,3,0
38,0.00487713294648426,laptop,F,0,66696,2,2,7,0,3,0
43,0.004325841630902909,laptop,M,0,46771,1,1,8,1,3,0
46,0.005173612188381989,desktop,F,0,47807,2,1,8,0,1,0
47,0.0050083957005829065,other,F,1,67304,1,3,14,0,4,0
59,0.004356300250139927,laptop,M,1,68452,1,2,13,1,3,0
59,0.005203850459930515,Android,F,1,63653,1,1,3,0,0,0
49,0.006019487555097096,iPhone,F,1,60877,1,3,5,0,2,0
47,0.0048512907092006135,desktop,F,0,73710,1,2,12,0,1,0
46,0.005167262951361842,desktop,F,0,57626,1,2,11,0,1,0
32,0.004671200684798032,Android,F,1,46853,1,1,3,0,0,0
57,0.005449301261947747,desktop,F,0,58336,2,2,8,0,1,0
19,0.0032025784799803872,desktop,M,0,53676,2,3,0,1,1,0
36,0.004315711701306648,laptop,M,1,40547,1,2,5,1,3,0
28,0.003879718305276098,Android,M,1,38136,1,1,6,1,0,1
52,0.005142082613697456,laptop,F,0,53988,1,2,14,0,3,0
50,0.004018488847966383,desktop,M,0,88673,2,2,5,1,1,0
22,0.0050517701249483665,laptop,F,1,57912,1,1,3,0,3,0
44,0.004679451355937027,Android,F,0,53265,1,3,5,0,0,0
47,0.004568780370114551,Android,F,0,85740,1,2,15,0,0,0
49,0.004246923470991709,laptop,M,0,74833,2,3,16,1,3,0
57,0.006014247280257488,iPhone,M,0,76199,2,2,6,1,2,0
43,0.004534318501960594,desktop,F,1,75193,2,2,0,0,1,0
51,0.005037550129825303,Android,F,1,54612,2,3,9,0,0,0
18,0.003919257052898079,laptop,M,0,38555,2,1,0,1,3,0
50,0.0035524352552275817,other,M,0,85242,2,1,11,1,4,0
59,0.005500662101317146,laptop,F,1,61930,1,3,21,0,3,0
22,0.0034267369414206247,Android,M,1,54458,1,1,1,1,0,0
56,0.006964395798149611,iPhone,F,0,56310,2,1,9,0,2,0
58,0.006235928992790501,iPhone,F,1,60933,2,1,12,0,2,0
54,0.004480272792269893,other,M,0,67426,2,3,9,1,4,0
57,0.0044126342450162455,other,M,1,75224,1,2,12,1,4,0
28,0.0034088882468861566,other,M,1,57434,1,2,5,1,4,0
60,0.0037833585615228093,desktop,M,0,64358,1,1,15,1,1,0
36,0.0036447048256956645,other,M,0,54772,2,3,8,1,4,0
52,0.004366454296245927,other,M,1,88356,1,1,2,1,4,0
28,0.0035086450791212264,other,M,0,35301,1,3,0,1,4,0
40,0.0063381085614736855,iPhone,F,0,64307,1,1,9,0,2,0
25,0.003293757897382985,laptop,M,1,45835,1,3,1,1,3,0
16,0.0055615628147433335,iPhone,M,0,29149,2,2,0,1,2,0
19,0.003373963161909682,Android,M,1,33761,1,2,0,1,0,0
28,0.003881660054389809,desktop,M,1,44107,2,3,0,1,1,1
34,0.0048580473143925796,desktop,F,0,60864,2,1,1,0,1,0
17,0.003854316607070431,Android,M,0,23802,2,3,0,1,0,0
16,0.003922176250132073,other,M,1,30714,1,1,0,1,4,0
18,0.003629671208189734,laptop,M,0,43347,2,1,1,1,3,0
31,0.004229426522393351,Android,,1,62400,2,3,7,0,0,0
25,0.00671303968852289,iPhone,F,1,36426,2,3,2,0,2,0
40,0.004543983774204216,desktop,F,1,59651,2,1,12,0,1,1
45,0.0036581009219727,other,M,1,68130,1,3,13,1,4,0
41,0.0037735602618590098,other,M,1,71377,2,2,6,1,4,0
36,0.006054601937741079,iPhone,F,1,73249,1,1,3,0,2,0
58,0.004721331489907447,Android,F,1,83744,2,2,6,0,0,0
22,0.003771693073585068,desktop,M,1,44130,2,2,1,1,1,1
26,0.0051459706712319924,iPhone,M,1,39530,2,3,0,1,2,0
58,0.003991289731535991,other,M,0,67875,1,2,6,1,4,0
45,0.004185317622334403,other,M,0,79772,1,3,9,1,4,0
18,0.004032600925340853,desktop,M,0,39725,1,1,0,1,1,0
36,0.006483231685975534,iPhone,F,1,59785,1,1,1,0,2,0
36,0.005662335929586646,iPhone,M,1,42651,2,2,4,1,2,0
26,0.0034182804215078357,desktop,M,0,52848,2,1,4,1,1,0
51,0.0061070689338123315,iPhone,F,1,80157,2,3,4,0,2,0
18,0.003766175372363042,other,M,0,19307,2,2,0,1,4,0
39,0.004733828818839817,other,F,1,76144,1,3,7,0,4,0
37,0.005547373158884166,iPhone,M,0,56667,1,2,9,1,2,0
25,0.0038528125582901456,Android,M,0,48246,1,3,0,1,0,0
47,0.006483422796728058,iPhone,F,0,59584,2,3,8,0,2,0
49,0.006253113390273833,iPhone,F,0,69095,2,2,7,0,2,0
43,0.004461373807271196,other,F,1,79128,2,1,5,0,4,0
55,0.003930016933295109,Android,M,0,85809,1,3,6,1,0,0
18,0.004887280519173508,Android,F,1,44685,2,3,1,0,0,0
24,0.003506672529900865,laptop,M,1,42457,2,3,3,1,3,0
44,0.005246226654068107,laptop,F,0,52423,2,3,0,0,3,0
22,0.004021457056678424,Android,M,0,59480,1,1,1,1,0,1
21,0.004792754914657223,Android,F,0,31239,1,1,0,0,0,0
45,0.004649521310016529,laptop,F,1,54090,1,3,0,0,3,0
21,0.0044202190408855575,desktop,F,0,36274,1,1,2,0,1,0
21,0.0038154578252604155,other,M,1,53460,1,2,2,1,4,0
27,0.004349558299301943,other,F,1,27413,1,2,4,0,4,0
28,0.004128616304408054,desktop,M,1,40258,1,1,1,1,1,0
30,0.0037265233073454336,laptop,M,0,44303,2,2,4,1,3,0
38,0.003441619572809212,Android,M,0,42237,1,3,2,1,0,0
47,0.004481998943814394,laptop,F,1,76224,1,3,2,0,3,0
59,0.004317148926554063,laptop,M,0,76199,2,2,18,1,3,0
36,0.004673474674119926,Android,F,1,68052,2,2,4,0,0,0
28,0.004159974651795925,desktop,M,0,58470,1,3,3,1,1,1
36,0.00477959716342117,other,F,1,61268,2,2,2,0,4,0
17,0.006104381267364138,iPhone,F,0,17914,2,2,0,0,2,1
58,0.005552288222237674,iPhone,M,0,83643,1,1,0,1,2,0
33,0.005159778164291351,other,F,1,52891,1,1,2,0,4,0
51,0.003945107573474429,other,M,1,79367,1,1,15,1,4,0
26,0.003966024106418343,Android,M,1,47186,1,3,0,1,0,0
54,0.005030506872631369,laptop,F,1,81285,1,1,6,0,3,0
35,0.004949115819703251,laptop,F,0,42985,2,2,9,0,3,0
49,0.006007709787540721,iPhone,F,1,53136,2,2,15,0,2,0
39,0.004176806138459827,Android,M,1,70207,1,1,5,1,0,1
51,0.005981135682697452,iPhone,M,1,88504,2,3,10,1,2,0
30,0.0038109604662711037,laptop,M,0,50542,2,1,0,1,3,0
22,0.004822599776539434,desktop,F,1,52322,2,1,3,0,1,0
33,0.006677772782875294,iPhone,F,0,56840,2,2,2,0,2,0
19,0.003751877899960579,desktop,M,1,50624,1,1,1,1,1,0
33,0.004287725695697286,laptop,M,1,45333,2,2,3,1,3,0
54,0.006288226469685952,iPhone,F,0,72511,1,2,16,0,2,0
40,0.0036961033733582775,Android,M,1,49441,1,3,3,1,0,0
17,0.004725264362372297,other,F,1,42036,2,1,0,0,4,0
54,0.005246296731580366,Android,F,1,66961,1,2,8,0,0,0
45,0.005317737698007658,Android,F,1,48435,1,1,1,0,0,1
51,0.004138890338795331,Android,M,1,52668,1,2,17,1,0,0
57,0.004894014161270983,Android,F,1,75540,1,2,1,0,0,0
52,0.006159911436673774,iPhone,F,0,56449,1,3,2,0,2,0
22,0.004301158723031296,desktop,F,0,44161,1,3,2,0,1,0
37,0.005011818708104855,laptop,F,0,64286,2,2,8,0,3,0
41,0.005672764073248389,iPhone,M,0,48552,1,3,2,1,2,0
32,0.004798693232256136,laptop,F,0,46779,1,1,0,0,3,0
18,0.0050675252660808195,iPhone,M,0,39164,1,1,1,1,2,0
56,0.004627961536646858,other,F,1,92046,2,1,13,0,4,0
28,0.004981824211184885,laptop,F,0,50897,1,1,0,0,3,0
53,0.004537349944972997,other,F,1,88142,1,3,4,0,4,0
56,0.00431417147284462,laptop,M,1,69211,2,2,5,1,3,0
32,0.004771649770355355,Android,F,1,50702,2,1,1,0,0,0
44,0.004182813407876219,desktop,M,1,50994,1,1,6,1,1,1
29,0.006150938321529178,iPhone,F,0,48881,2,3,6,0,2,0
19,0.004702360336008843,iPhone,M,0,39309,2,3,0,1,2,0
27,0.0038718129792351917,other,M,1,52608,2,1,3,1,4,0
26,0.005644412355723014,iPhone,M,1,33029,2,2,4,1,2,0
17,0.004898748228908412,desktop,F,0,41996,2,1,0,0,1,0
26,0.004836099502146086,iPhone,M,0,50433,2,1,3,1,2,0
42,0.004876927649156196,desktop,F,0,59217,1,2,2,0,1,0
29,0.004376095271444389,other,F,0,36378,1,3,0,0,4,0
31,0.005041434022574138,Android,F,1,35147,2,3,7,0,0,0
25,0.004682487523782635,other,F,0,57599,2,1,0,0,4,0
45,0.00440942888237188,laptop,M,1,49129,1,1,10,1,3,0
33,0.006793189608395037,iPhone,F,1,50823,2,3,0,0,2,0
28,0.004115392481513308,desktop,M,0,64910,2,3,6,1,1,0
43,0.004797297153594028,Android,F,1,82193,1,1,1,0,0,1
46,0.004195194956059115,laptop,M,0,67018,2,2,4,1,3,0
38,0.0045276331860887075,Android,F,1,57165,2,1,5,0,0,1
59,0.004843200306629929,Android,F,1,98462,2,3,2,0,0,0
24,0.0035834537612375087,other,M,1,26802,2,2,1,1,4,0
56,0.0036995213006230593,laptop,,0,93597,2,3,5,0,3,0
29,0.0038095688464031764,desktop,M,1,31751,2,1,4,1,1,1
52,0.006345487298755755,iPhone,F,0,59662,1,2,15,0,2,0
39,0.00557780094200049,iPhone,M,1,65738,2,3,5,1,2,0
22,0.005519935207574076,iPhone,M,0,55063,2,3,0,1,2,0
47,0.0065119668826330345,iPhone,F,0,60713,2,1,9,0,2,0
